Date;Time UTC;Latitude;Longitude;Depth;Depth Type;Magnitude Type;Magnitude;Region Name;Last Update;Eqid;
2016-04-14;21:50:27;-14.50;166.43;20; ;Mw;6.3;VANUATU;2016-04-15 08:08;500675;
2016-04-14;15:03:48;32.66;130.84;10;f;Mw;6.0;KYUSHU, JAPAN;2016-04-15 06:41;500610;
2016-04-14;12:26:36;32.82;130.63;15;f;Mw;6.1;KYUSHU, JAPAN;2016-04-14 13:42;500574;
2016-04-13;13:55:17;23.14;94.93;137; ;Mw;6.9;MYANMAR;2016-04-13 14:33;500458;
2016-04-10;10:28:58;36.51;71.26;221; ;Mw;6.6;HINDU KUSH REGION, AFGHANISTAN;2016-04-12 09:43;499701;
2016-04-07;03:32:54;-13.93;166.69;30;f;Mw;6.6;VANUATU;2016-04-07 08:29;499025;
2016-04-06;14:45:34;-7.98;107.50;67; ;Mw;6.0;JAVA, INDONESIA;2016-04-07 06:49;498945;
2016-04-06;07:57:37;-14.19;166.65;30;f;Mw;6.0;VANUATU;2016-04-06 13:57;498893;
2016-04-06;06:58:49;-14.11;166.73;30; ;Mw;6.7;VANUATU;2016-04-06 07:47;498880;
2016-04-03;08:23:54;-14.30;166.91;44; ;Mw;6.9;VANUATU;2016-04-04 07:38;498231;
2016-04-02;05:50:00;57.13;-157.98;10;f;Mw;6.2;ALASKA PENINSULA;2016-04-03 01:26;498049;
2016-04-01;19:24:56;-3.43;144.98;10; ;Mw;6.1;NEAR N COAST OF NEW GUINEA, PNG.;2016-04-03 01:17;497960;
2016-04-01;02:39:07;33.37;136.38;10;f;Mw;6.0;NEAR S. COAST OF WESTERN HONSHU;2016-04-01 06:51;497824;
2016-03-20;22:50:20;54.28;162.90;30;f;Mw;6.4;NEAR EAST COAST OF KAMCHATKA;2016-03-21 08:12;495634;
2016-03-19;11:26:30;18.05;-60.70;20; ;Mw;6.0;ANTIGUA AND BARBUDA REGION;2016-03-19 11:49;495326;
2016-03-19;01:35:10;51.52;-174.20;10; ;Mw;6.1;ANDREANOF ISLANDS, ALEUTIAN IS.;2016-03-19 07:08;495240;
2016-03-12;18:06:45;51.64;-173.94;20; ;Mw;6.3;ANDREANOF ISLANDS, ALEUTIAN IS.;2016-03-13 08:45;493929;
2016-03-08;05:36:27;-15.20;-173.44;30;f;Mw;6.0;TONGA;2016-03-08 07:45;492931;
2016-03-02;12:49:48;-4.89;94.25;20;f;Mw;7.8;SOUTHWEST OF SUMATRA, INDONESIA;2016-03-07 09:45;491853;
2016-02-27;21:29:42;-51.81;139.58;10; ;Mw;6.1;WESTERN INDIAN-ANTARCTIC RIDGE;2016-02-28 08:09;491155;
2016-02-17;17:26:02;0.88;129.16;10; ;Mw;6.0;HALMAHERA, INDONESIA;2016-02-18 07:46;489023;
2016-02-16;23:48:35;-55.93;-124.83;20;f;Mw;6.1;SOUTHERN EAST PACIFIC RISE;2016-02-17 14:21;488861;
2016-02-15;15:02:32;-21.14;-175.47;10;f;Mw;6.0;TONGA;2016-02-15 15:49;488550;
2016-02-12;10:02:24;-9.83;119.36;35;f;Mw;6.2;SUMBA REGION, INDONESIA;2016-02-12 12:15;488073;
2016-02-10;00:33:05;-30.58;-71.58;30; ;Mw;6.3;COQUIMBO, CHILE;2016-02-10 01:54;487647;
2016-02-08;16:19:14;-6.66;154.72;40; ;Mw;6.5;BOUGAINVILLE REGION, P.N.G.;2016-02-08 16:54;487396;
2016-02-05;19:57:27;22.93;120.54;17; ;Mw;6.4;TAIWAN;2016-02-06 07:34;486828;
2016-02-01;19:00:44;-30.94;-179.96;382; ;Mw;6.2;KERMADEC ISLANDS REGION;2016-02-05 13:14;486001;
2016-01-31;17:39:00;-63.34;169.56;10; ;Mw;6.0;BALLENY ISLANDS REGION;2016-01-31 19:11;485765;
2016-01-30;03:25:09;54.03;158.54;159; ;Mw;7.2;KAMCHATKA PENINSULA, RUSSIA;2016-02-01 07:59;485415;
2016-01-26;03:10:22;-5.33;153.21;44; ;Mw;6.0;NEW IRELAND REGION, P.N.G.;2016-01-26 08:51;484526;
2016-01-25;04:22:02;35.70;-3.71;10; ;Mw;6.3;STRAIT OF GIBRALTAR;2016-01-25 13:15;484213;
2016-01-24;10:30:30;59.66;-153.45;128; ;Mw;7.1;SOUTHERN ALASKA;2016-01-25 08:55;484047;
2016-01-21;18:06:58;18.83;-107.03;10; ;Mw;6.5;OFF COAST OF JALISCO, MEXICO;2016-01-22 07:50;483600;
2016-01-14;03:25:33;42.07;142.67;50;f;Mw;6.6;HOKKAIDO, JAPAN REGION;2016-01-14 12:06;482180;
2016-01-14;03:25:28;-19.81;-63.37;593; ;Mw;6.1;SANTA CRUZ, BOLIVIA;2016-01-14 08:14;482179;
2016-01-11;17:08:02;44.48;141.12;227; ;Mw;6.1;HOKKAIDO, JAPAN REGION;2016-01-11 17:28;481746;
2016-01-11;16:38:05;3.96;126.97;10; ;Mw;6.5;KEPULAUAN TALAUD, INDONESIA;2016-01-11 17:25;481740;
2016-01-03;23:05:21;24.83;93.63;50;f;Mw;6.7;MANIPUR, INDIA REGION;2016-01-04 09:16;480233;
2016-01-01;02:00:39;-50.58;139.43;10; ;Mw;6.3;WESTERN INDIAN-ANTARCTIC RIDGE;2016-01-01 10:04;479775;
2015-12-25;19:14:47;36.54;71.29;212; ;Mw;6.3;HINDU KUSH REGION, AFGHANISTAN;2015-01-04 08:35;478705;
2015-12-24;19:44:02;-55.79;-123.11;10;f;Mw;6.1;SOUTHERN EAST PACIFIC RISE;2015-12-25 08:45;478543;
2015-12-20;18:47:36;3.68;117.69;10;f;Mw;6.1;KALIMANTAN, INDONESIA;2015-12-21 08:57;477795;
2015-12-19;02:10:54;-18.23;169.45;10;f;Mw;6.0;VANUATU;2015-12-19 09:26;477478;
2015-12-17;19:49:53;15.92;-93.38;94; ;Mw;6.5;CHIAPAS, MEXICO;2015-12-18 09:27;477214;
2015-12-09;12:58:01;-16.71;175.26;10;f;Mw;6.0;FIJI REGION;2015-12-09 14:06;475620;
2015-12-09;10:21:47;-4.07;129.58;16;f;Mw;6.8;BANDA SEA;2015-12-10 09:43;475593;
2015-12-07;07:50:07;38.18;72.91;30;f;Mw;7.2;TAJIKISTAN;2015-12-07 13:19;475018;
2015-12-04;22:24:53;-47.72;85.16;10;f;Mw;7.1;SOUTHEAST INDIAN RIDGE;2015-12-05 11:02;474562;
2015-11-27;21:00:24;-24.73;-70.39;41;f;Mw;6.2;ANTOFAGASTA, CHILE;2015-11-28 09:28;472996;
2015-11-26;05:45:18;-9.21;-71.26;609; ;Mw;6.7;PERU-BRAZIL BORDER REGION;2015-11-26 07:50;472683;
2015-11-24;22:50:54;-10.07;-71.00;631; ;Mw;7.6;CENTRAL PERU;2015-11-25 07:58;472353;
2015-11-24;22:45:40;-10.67;-71.05;636; ;Mw;7.6;CENTRAL PERU;2015-11-25 07:55;472350;
2015-11-24;13:21:36;18.80;145.28;593; ;Mw;6.0;PAGAN REG., N. MARIANA ISLANDS;2015-11-24 15:15;472262;
2015-11-21;09:06:15;-7.29;130.04;100; ;Mw;6.1;KEP. TANIMBAR REGION, INDONESIA;2015-11-21 09:32;471545;
2015-11-20;05:31:51;26.36;142.82;10; ;Mw;6.0;BONIN ISLANDS, JAPAN REGION;2015-11-20 07:39;471214;
2015-11-18;18:31:05;-8.96;158.41;20;f;Mw;7.0;SOLOMON ISLANDS;2015-11-18 20:21;470824;
2015-11-17;07:10:08;38.76;20.45;10;f;Mw;6.5;GREECE;2015-11-18 13:32;470390;
2015-11-13;20:51:35;30.95;129.00;10;f;Mw;6.7;KYUSHU, JAPAN;2015-11-14 11:08;469813;
2015-11-11;02:46:19;-29.49;-72.07;10;f;Mw;6.8;OFFSHORE COQUIMBO, CHILE;2015-11-12 07:59;469317;
2015-11-11;01:54:37;-29.46;-71.93;10;f;Mw;6.8;OFFSHORE COQUIMBO, CHILE;2015-11-12 07:57;469308;
2015-11-09;16:03:45;51.75;-173.03;10;f;Mw;6.4;ANDREANOF ISLANDS, ALEUTIAN IS.;2015-11-10 07:41;469059;
2015-11-08;16:47:03;6.84;94.58;23; ;Mw;6.5;NICOBAR ISLANDS, INDIA REGION;2015-11-08 20:50;468897;
2015-11-07;07:31:41;-30.86;-71.45;30; ;Mw;6.9;COQUIMBO, CHILE;2015-11-07 07:47;468618;
2015-11-07;07:04:30;-29.45;-72.48;10;f;Mw;6.0;OFF COAST OF COQUIMBO, CHILE;2015-11-07 08:30;468614;
2015-11-04;03:44:15;-8.30;124.91;15;f;Mw;6.5;KEPULAUAN ALOR, INDONESIA;2015-11-04 07:58;468104;
2015-10-26;09:09:32;36.48;70.91;207; ;Mw;7.5;HINDU KUSH REGION, AFGHANISTAN;2015-10-27 09:14;466583;
2015-10-23;04:04:17;-45.82;37.20;10; ;Mw;6.0;PRINCE EDWARD ISLANDS REGION;2015-10-23 07:00;466118;
2015-10-23;01:40:05;-54.28;6.38;10; ;Mw;6.1;BOUVET ISLAND REGION;2015-10-23 06:59;466105;
2015-10-20;21:52:03;-14.87;167.35;147; ;Mw;7.1;VANUATU;2015-10-26 07:51;465681;
2015-10-18;16:18:35;-16.03;-173.31;10; ;Mw;6.0;TONGA;2015-10-18 21:13;465264;
2015-10-11;00:58:27;-54.56;-135.83;10;f;Mw;6.1;PACIFIC-ANTARCTIC RIDGE;2015-10-12 07:15;463991;
2015-09-28;15:28:02;-23.84;-66.72;189; ;Mw;6.0;JUJUY, ARGENTINA;2015-09-29 14:44;462041;
2015-09-26;21:40:34;-56.96;-142.49;10;f;Mw;6.0;PACIFIC-ANTARCTIC RIDGE;2015-09-27 22:07;461719;
2015-09-26;02:51:18;-30.79;-71.25;40;f;Mw;6.3;COQUIMBO, CHILE;2015-09-28 07:23;461556;
2015-09-24;15:56:55;-10.16;160.61;20; ;Mw;6.1;SOLOMON ISLANDS;2015-09-25 06:42;461270;
2015-09-24;15:53:28;-0.57;131.35;25;f;Mw;6.6;NEAR N COAST OF PAPUA, INDONESIA;2015-09-25 06:43;461267;
2015-09-22;07:13:00;-31.42;-71.09;60; ;Mw;6.1;COQUIMBO, CHILE;2015-09-22 10:56;460827;
2015-09-21;17:39:59;-31.71;-71.43;30; ;Mw;6.6;COQUIMBO, CHILE;2015-09-22 07:46;460695;
2015-09-21;05:39:32;-31.56;-71.60;20; ;Mw;6.3;OFFSHORE COQUIMBO, CHILE;2015-09-21 06:35;460604;
2015-09-19;12:52:19;-32.28;-71.89;10; ;Mw;6.2;OFFSHORE VALPARAISO, CHILE;2015-09-19 17:30;460290;
2015-09-19;05:06:48;-29.67;-72.01;10;f;Mw;6.0;OFFSHORE COQUIMBO, CHILE;2015-09-21 07:49;460207;
2015-09-18;15:59:42;15.30;-46.02;10; ;Mw;6.0;NORTHERN MID-ATLANTIC RIDGE;2015-09-21 07:41;460085;
2015-09-18;09:10:45;-32.40;-72.14;10; ;Mw;6.1;OFFSHORE VALPARAISO, CHILE;2015-09-18 14:28;460037;
2015-09-17;04:10:32;-31.53;-71.63;40; ;Mw;6.6;OFFSHORE COQUIMBO, CHILE;2015-09-17 04:32;459755;
2015-09-17;03:55:07;-30.89;-71.30;41; ;Mw;6.5;COQUIMBO, CHILE;2015-09-17 07:53;459748;
2015-09-17;01:41:08;-31.14;-71.51;40; ;Mw;6.1;COQUIMBO, CHILE;2015-09-17 07:40;459720;
2015-09-16;23:18:43;-31.58;-71.41;40; ;Mw;7.0;COQUIMBO, CHILE;2015-09-16 23:41;459684;
2015-09-16;23:16:08;-31.58;-71.68;30; ;mb;6.2;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:23;459685;
2015-09-16;23:03:59;-31.78;-71.68;40; ;mb;6.1;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:21;459690;
2015-09-16;22:59:14;-31.58;-71.87;30; ;mb;6.4;OFFSHORE COQUIMBO, CHILE;2015-09-17 09:07;459693;
2015-09-16;22:54:31;-31.55;-71.58;20; ;Mw;8.3;OFFSHORE COQUIMBO, CHILE;2015-09-17 08:26;459672;
2015-09-16;14:03:21;-5.94;151.40;5;f;Mw;6.1;NEW BRITAIN REGION, P.N.G.;2015-09-17 06:56;459587;
2015-09-16;07:40:58;1.91;126.54;40; ;Mw;6.3;MOLUCCA SEA;2015-09-16 14:05;459533;
2015-09-13;08:14:12;25.15;-109.36;10; ;Mw;6.6;GULF OF CALIFORNIA;2015-09-13 08:38;459103;
2015-09-07;09:13:57;-32.95;-177.89;25; ;Mw;6.3;SOUTH OF KERMADEC ISLANDS;2015-09-07 11:57;458137;
2015-09-01;15:25:09;31.20;141.64;10; ;Mw;6.0;IZU ISLANDS, JAPAN REGION;2015-09-02 06:55;457219;
2015-08-24;09:41:26;-30.43;-179.00;228; ;Mw;6.0;KERMADEC ISLANDS REGION;2015-08-24 12:40;456005;
2015-08-15;07:47:06;-10.91;163.80;10; ;Mw;6.5;SOLOMON ISLANDS;2015-08-15 19:37;454903;
2015-08-13;10:39:53;-37.07;78.09;10; ;Mw;6.0;MID-INDIAN RIDGE;2015-08-14 06:55;454652;
2015-08-12;18:49:24;-9.34;157.88;10; ;Mw;6.5;SOLOMON ISLANDS;2015-08-12 19:27;454576;
2015-08-10;04:12:13;-9.28;158.01;10; ;Mw;6.6;SOLOMON ISLANDS;2015-08-31 07:00;454285;
2015-07-29;02:35:57;60.01;-153.37;117; ;Mw;6.3;SOUTHERN ALASKA;2015-07-29 05:43;452663;
2015-07-27;21:41:21;-2.65;138.55;50;f;Mw;7.0;PAPUA, INDONESIA;2015-07-28 06:13;452489;
2015-07-27;04:49:45;52.39;-169.57;20;f;Mw;6.9;FOX ISLANDS, ALEUTIAN ISLANDS;2015-07-27 07:05;452367;
2015-07-26;22:42:17;-18.16;-174.07;30;f;Mw;6.0;TONGA;2015-07-27 07:47;452321;
2015-07-18;02:27:33;-10.38;165.20;10; ;Mw;6.9;SANTA CRUZ ISLANDS;2015-07-20 06:48;451138;
2015-07-16;15:16:32;13.83;-58.64;10; ;Mw;6.5;BARBADOS REGION, WINDWARD ISL.;2015-07-17 06:58;450919;
2015-07-10;04:12:41;-9.35;158.39;10; ;Mw;6.8;SOLOMON ISLANDS;2015-07-10 04:34;450098;
2015-07-07;05:10:26;44.00;147.98;30; ;Mw;6.3;KURIL ISLANDS;2015-07-07 05:44;449690;
2015-07-03;06:43:24;10.21;126.04;60; ;Mw;6.1;PHILIPPINE ISLANDS REGION;2015-07-03 07:04;449219;
2015-07-03;01:07:46;37.47;78.11;20; ;Mw;6.4;SOUTHERN XINJIANG, CHINA;2015-07-03 06:39;449179;
2015-06-30;03:39:28;-5.38;151.57;35;f;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2015-06-30 08:17;448777;
2015-06-25;18:45:56;-32.22;-178.08;10;f;Mw;6.0;SOUTH OF KERMADEC ISLANDS;2015-06-26 06:55;448205;
2015-06-23;12:18:30;27.69;139.80;472; ;Mw;6.5;BONIN ISLANDS, JAPAN REGION;2015-06-23 14:16;447905;
2015-06-21;21:28:16;-20.47;-178.34;563; ;Mw;6.0;FIJI REGION;2015-06-22 06:48;447683;
2015-06-20;23:39:08;-23.51;-177.09;144; ;Mw;6.5;SOUTH OF FIJI ISLANDS;2015-06-21 09:15;447588;
2015-06-20;02:10:06;-36.33;-73.66;10;f;Mw;6.5;OFFSHORE BIO-BIO, CHILE;2015-06-20 14:52;447455;
2015-06-17;12:51:32;-35.39;-17.63;10;f;Mw;6.9;SOUTHERN MID-ATLANTIC RIDGE;2015-06-18 06:35;447089;
2015-06-12;11:07:06;-15.64;-173.06;40;f;Mw;6.0;TONGA;2015-06-12 14:11;446377;
2015-06-10;13:52:09;-22.47;-68.52;137; ;Mw;6.1;ANTOFAGASTA, CHILE;2015-06-10 14:46;446065;
2015-06-08;06:01:09;41.54;142.05;50; ;Mw;6.0;HOKKAIDO, JAPAN REGION;2015-06-08 09:09;445651;
2015-06-04;23:15:44;6.12;116.63;10;f;Mw;6.0;SABAH, MALAYSIA;2015-06-05 06:58;445283;
2015-05-30;18:49:06;30.77;143.04;2; ;Mw;6.2;IZU ISLANDS, JAPAN REGION;2015-05-31 11:51;444532;
2015-05-30;11:23:03;27.91;140.46;693; ;Mw;7.8;BONIN ISLANDS, JAPAN REGION;2015-05-30 12:17;444469;
2015-05-29;07:00:08;56.74;-156.73;60; ;Mw;6.8;ALASKA PENINSULA;2015-05-29 09:48;444260;
2015-05-24;14:38:59;-19.43;-175.97;10;f;Mw;6.3;TONGA;2015-05-25 07:56;443593;
2015-05-24;04:53:23;-16.82;-14.20;10;f;Mw;6.4;SOUTHERN MID-ATLANTIC RIDGE;2015-05-24 07:01;443534;
2015-05-22;23:59:34;-11.11;163.21;10;f;Mw;6.8;SOLOMON ISLANDS;2015-05-23 10:03;443349;
2015-05-22;21:45:18;-11.08;163.55;10;f;Mw;6.9;SOLOMON ISLANDS;2015-05-23 10:04;443327;
2015-05-20;22:48:53;-10.88;164.14;10; ;Mw;6.8;SANTA CRUZ ISLANDS REGION;2015-05-21 06:42;443024;
2015-05-20;00:30:50;-19.30;-175.47;173; ;Mw;6.0;TONGA;2015-05-20 06:47;442879;
2015-05-19;15:25:21;-54.36;-132.19;10;f;Mw;6.7;PACIFIC-ANTARCTIC RIDGE;2015-05-20 06:43;442826;
2015-05-12;21:12:59;38.95;141.99;40; ;Mw;6.8;NEAR EAST COAST OF HONSHU, JAPAN;2015-05-13 07:07;441689;
2015-05-12;07:36:53;27.65;86.31;10; ;mb;6.2;NEPAL;2015-05-12 08:05;441559;
2015-05-12;07:05:19;27.89;86.17;10; ;Mw;7.3;NEPAL;2015-05-12 07:39;441545;
2015-05-07;07:10:22;-7.23;154.56;20; ;Mw;7.1;BOUGAINVILLE REGION, P.N.G.;2015-05-07 09:43;440602;
2015-05-05;01:44:05;-5.46;151.98;40;f;Mw;7.4;NEW BRITAIN REGION, P.N.G.;2015-05-05 09:38;440188;
2015-05-01;08:06:06;-5.16;151.85;60; ;Mw;6.8;NEW BRITAIN REGION, P.N.G.;2015-05-01 09:47;439596;
2015-04-30;10:45:06;-5.39;151.73;54; ;Mw;6.7;NEW BRITAIN REGION, P.N.G.;2015-04-30 11:53;439471;
2015-04-28;16:39:37;-20.92;-178.68;566; ;Mw;6.2;FIJI REGION;2015-04-29 04:21;439198;
2015-04-26;07:09:10;27.86;86.08;15;f;Mw;6.7;NEPAL;2015-04-27 15:13;438791;
2015-04-25;06:45:22;28.29;84.90;15;f;Mw;6.7;NEPAL;2015-04-27 15:15;438546;
2015-04-25;06:11:26;28.24;84.74;15;f;Mw;7.8;NEPAL;2015-04-27 15:22;438530;
2015-04-24;13:56:15;51.69;-130.79;10; ;Mw;6.1;QUEEN CHARLOTTE ISLANDS REGION;2015-04-24 14:44;438417;
2015-04-24;03:36:41;-42.23;173.32;80; ;Mw;6.0;SOUTH ISLAND OF NEW ZEALAND;2015-04-24 06:42;438335;
2015-04-22;22:57:17;-12.01;166.49;80;f;Mw;6.3;SANTA CRUZ ISLANDS;2015-04-23 06:56;438144;
2015-04-20;11:45:14;24.19;122.58;30;f;Mw;6.0;TAIWAN REGION;2015-04-23 07:02;437719;
2015-04-20;01:42:55;24.21;122.52;7; ;Mw;6.4;TAIWAN REGION;2015-04-20 12:48;437636;
2015-04-17;15:52:53;-16.11;-178.39;10; ;Mw;6.5;FIJI REGION;2015-04-17 17:07;437191;
2015-04-16;18:07:44;35.03;26.81;30;f;Mw;6.1;CRETE, GREECE;2015-04-17 06:38;436951;
2015-04-07;00:46:18;-15.30;-173.31;10;f;Mw;6.3;TONGA;2015-04-07 07:15;435437;
2015-03-31;12:18:25;-4.85;152.49;50;f;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2015-03-31 13:06;434543;
2015-03-30;08:48:25;-15.46;-173.02;10; ;Mw;6.5;TONGA;2015-03-30 10:57;434384;
2015-03-30;08:18:00;-15.42;-172.93;10;f;Mw;6.4;SAMOA ISLANDS REGION;2015-03-30 10:57;434376;
2015-03-30;07:56:54;-15.48;-173.09;10; ;Mw;6.0;TONGA;2015-03-30 08:38;434368;
2015-03-29;23:48:32;-4.75;152.62;40;f;Mw;7.5;NEW BRITAIN REGION, P.N.G.;2015-03-30 00:50;434300;
2015-03-28;22:28:52;0.45;122.04;124; ;Mw;6.0;MINAHASA, SULAWESI, INDONESIA;2015-03-29 04:43;434185;
2015-03-23;04:51:38;-18.46;-69.17;132; ;Mw;6.4;TARAPACA, CHILE;2015-03-23 08:55;433263;
2015-03-18;18:27:28;-36.09;-73.53;2; ;Mw;6.2;OFFSHORE BIO-BIO, CHILE;2015-03-19 08:06;432537;
2015-03-17;22:12:30;1.69;126.46;50; ;Mw;6.2;MOLUCCA SEA;2015-03-18 07:26;432353;
2015-03-10;20:55:46;6.84;-73.12;178; ;Mw;6.2;NORTHERN COLOMBIA;2015-03-11 07:50;431256;
2015-03-06;08:22:19;-41.28;80.56;10; ;Mw;6.0;MID-INDIAN RIDGE;2015-03-06 10:39;430593;
2015-03-03;10:37:32;-0.67;98.72;37; ;Mw;6.2;KEPULAUAN BATU, INDONESIA;2015-03-03 12:09;430168;
2015-02-27;13:45:05;-7.34;122.52;548; ;Mw;7.0;FLORES SEA;2015-02-27 14:32;429540;
2015-02-22;14:23:14;18.77;-106.80;2; ;Mw;6.2;OFF COAST OF JALISCO, MEXICO;2015-02-22 17:47;428669;
2015-02-21;10:13:53;39.88;143.52;2; ;Mw;6.0;OFF EAST COAST OF HONSHU, JAPAN;2015-02-21 18:22;428460;
2015-02-20;04:25:23;39.89;143.60;10; ;Mw;6.3;OFF EAST COAST OF HONSHU, JAPAN;2015-02-20 07:49;428236;
2015-02-19;13:18:32;-16.40;168.19;2; ;Mw;6.5;VANUATU;2015-02-19 13:37;428116;
2015-02-18;09:32:26;-10.70;164.15;2; ;Mw;6.2;SANTA CRUZ ISLANDS REGION;2015-02-18 20:43;427954;
2015-02-16;23:06:27;39.87;142.94;15; ;Mw;6.8;NEAR EAST COAST OF HONSHU, JAPAN;2015-02-17 06:57;427712;
2015-02-16;22:01:00;-55.60;-28.45;60; ;Mw;6.2;SOUTH SANDWICH ISLANDS REGION;2015-02-17 07:00;427699;
2015-02-13;20:06:31;22.64;121.51;20; ;Mw;6.2;TAIWAN REGION;2015-02-14 07:12;427222;
2015-02-13;18:59:12;52.69;-32.04;16;f;Mw;7.0;REYKJANES RIDGE;2015-02-16 10:42;427196;
2015-02-11;18:57:18;-23.13;-66.63;180; ;Mw;6.6;JUJUY, ARGENTINA;2015-02-11 19:34;426849;
2015-02-02;10:49:49;-32.60;-67.19;182; ;Mw;6.3;SAN LUIS, ARGENTINA;2015-02-02 14:04;425444;
2015-01-30;17:57:57;-21.29;170.21;10; ;Mw;6.0;SOUTHEAST OF LOYALTY ISLANDS;2015-01-31 08:01;425016;
2015-01-28;02:43:19;-21.01;-178.27;485; ;Mw;6.2;FIJI REGION;2015-01-28 07:48;424589;
2015-01-23;03:47:26;-17.02;168.57;216; ;Mw;6.7;VANUATU;2015-01-23 07:44;423773;
2015-01-07;05:07:07;5.82;-82.66;2; ;Mw;6.4;SOUTH OF PANAMA;2015-01-07 08:15;418190;
2014-12-30;21:17:23;-20.42;-178.45;600; ;Mw;6.1;FIJI REGION;2014-12-30 21:45;415566;
2014-12-29;09:29:38;8.70;121.62;10; ;Mw;6.1;MINDANAO, PHILIPPINES;2014-12-29 20:58;415338;
2014-12-26;23:52:15;6.58;-82.36;10;f;Mw;6.0;SOUTH OF PANAMA;2014-12-27 10:30;415023;
2014-12-21;11:34:14;2.19;126.68;40; ;Mw;6.3;MOLUCCA SEA;2014-12-21 17:11;414213;
2014-12-10;21:03:39;25.58;122.47;255; ;Mw;6.1;TAIWAN REGION;2014-12-11 08:34;412540;
2014-12-08;08:54:54;8.05;-82.68;20;f;Mw;6.5;PANAMA-COSTA RICA BORDER REGION;2014-12-08 09:22;412161;
2014-12-07;21:16:37;13.75;-91.35;30;f;Mw;6.0;OFFSHORE GUATEMALA;2014-12-08 07:46;412103;
2014-12-07;01:22:01;-6.49;154.45;10; ;Mw;6.6;BOUGAINVILLE REGION, P.N.G.;2014-12-08 08:27;411983;
2014-12-06;22:05:12;-6.20;130.56;131; ;Mw;6.0;BANDA SEA;2014-12-07 01:47;411947;
2014-12-06;17:21:52;8.00;-82.72;34; ;Mw;6.0;PANAMA-COSTA RICA BORDER REGION;2014-12-08 07:51;411927;
2014-12-02;05:11:32;6.20;123.18;633; ;Mw;6.6;MORO GULF, MINDANAO, PHILIPPINES;2014-12-02 07:33;411297;
2014-11-26;14:33:45;1.95;126.57;46; ;Mw;6.8;MOLUCCA SEA;2014-11-26 15:08;410567;
2014-11-22;13:08:17;36.70;137.85;2; ;Mw;6.2;EASTERN HONSHU, JAPAN;2014-11-22 14:13;409967;
2014-11-22;08:55:27;30.36;101.85;10;f;Mw;6.0;WESTERN SICHUAN, CHINA;2014-11-22 11:16;409942;
2014-11-21;10:10:21;2.29;127.14;48; ;Mw;6.6;MOLUCCA SEA;2014-11-21 11:59;409780;
2014-11-17;16:52:47;-46.48;33.89;10; ;Mw;6.2;PRINCE EDWARD ISLANDS REGION;2014-11-18 07:50;409102;
2014-11-16;22:33:20;-37.69;179.79;20; ;Mw;6.7;OFF E. COAST OF N. ISLAND, N.Z.;2014-11-17 07:30;408980;
2014-11-15;02:31:43;1.93;126.52;51; ;Mw;7.1;MOLUCCA SEA;2014-11-15 12:20;408681;
2014-11-13;10:24:17;-15.23;173.15;3; ;Mw;6.0;FIJI REGION;2014-11-13 13:07;408401;
2014-11-07;03:33:55;-6.02;148.24;50;f;Mw;6.6;NEW BRITAIN REGION, P.N.G.;2014-11-07 07:36;407412;
2014-11-03;08:48:30;-41.72;79.94;10; ;Mw;6.2;MID-INDIAN RIDGE;2014-11-03 10:30;406840;
2014-11-02;17:17:07;-61.02;154.08;10;f;Mw;6.0;BALLENY ISLANDS REGION;2014-11-03 08:10;406763;
2014-11-01;18:57:22;-19.80;-177.80;431; ;Mw;7.1;FIJI REGION;2014-11-02 08:21;406640;
2014-11-01;10:59:58;-31.83;-111.17;30; ;Mw;6.0;EASTER ISLAND REGION;2014-11-01 19:22;406597;
2014-10-28;03:15:38;-15.27;-174.63;2; ;Mw;6.1;TONGA;2014-10-28 07:25;406049;
2014-10-14;04:12:30;-34.94;-179.89;30; ;mb;6.1;SOUTH OF KERMADEC ISLANDS;2014-10-14 06:59;404143;
2014-10-14;03:51:36;12.72;-87.88;50;f;Mw;7.3;NEAR COAST OF NICARAGUA;2014-10-14 12:42;404134;
2014-10-11;02:35:45;41.07;143.16;10; ;Mw;6.0;HOKKAIDO, JAPAN REGION;2014-10-11 18:40;403710;
2014-10-09;02:32:07;-32.23;-111.03;10;f;Mw;6.5;SOUTHERN EAST PACIFIC RISE;2014-10-09 07:19;403395;
2014-10-09;02:14:32;-32.08;-110.83;10;f;Mw;7.1;SOUTHERN EAST PACIFIC RISE;2014-10-09 11:39;403389;
2014-10-08;02:40:54;23.89;-108.40;2; ;Mw;6.0;GULF OF CALIFORNIA;2014-10-08 06:12;403254;
2014-10-07;13:49:41;23.45;100.69;10; ;Mw;6.1;YUNNAN, CHINA;2014-10-07 14:51;403186;
2014-10-01;03:38:54;-5.97;149.45;60; ;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2014-10-01 07:51;402234;
2014-09-25;17:51:17;61.97;-151.79;102; ;Mw;6.2;SOUTHERN ALASKA;2014-09-25 18:10;401460;
2014-09-25;09:13:51;-9.54;156.40;15; ;mb;6.0;SOLOMON ISLANDS;2014-09-25 09:50;401393;
2014-09-24;11:16:12;-23.79;-66.47;186; ;Mw;6.2;JUJUY, ARGENTINA;2014-09-24 14:42;401246;
